7317;73;luwu;0
7325;73;luwu timur;0
7322;73;luwu utara;0
3519;35;madiun;1
3577;35;madiun;1
3308;33;magelang;1
3371;33;magelang;1
3520;35;magetan;0
6411;64;mahakam hulu;0
3210;32;majalengka;0
7601;76;majene;0
7371;73;makassar;0
5321;53;malaka;0
3507;35;malang;1
3573;35;malang;1
6501;65;malinau;0
8108;81;maluku barat daya;0
8103;81;maluku tengah;0
8102;81;maluku tenggara;0
8101;81;maluku tenggara barat;0
7603;76;mamasa;0
9428;94;mamberamo raya;0
9431;94;mamberamo tengah;0
7604;76;mamuju;0
7606;76;mamuju tengah;0
7605;76;mamuju utara;0
7171;71;manado;0
1202;12;mandailing natal;0
5313;53;manggarai;0
5315;53;manggarai barat;0
5319;53;manggarai timur;0
9105;91;manokwari;0
9111;91;manokwari selatan;0
9414;94;mappi;0
7308;73;maros;0
5271;52;mataram;0
9110;91;maybrat;0
1275;12;medan;0
6110;61;melawi;0
6104;61;mempawah;0
1502;15;merangin;0
9401;94;merauke;0
1811;18;mesuji;0
1872;18;metro;0
9412;94;mimika;0
7102;71;minahasa;0
7105;71;minahasa selatan;0
7109;71;minahasa tenggara;0
7106;71;minahasa utara;0
7174;71;mobagu;0
3516;35;mojokerto;1
3576;35;mojokerto;1
7203;72;morowali;0
7212;72;morowali utara;0
1603;16;muara enim;0
1505;15;muaro jambi;0
1706;17;mukomuko;0
7402;74;muna;0
7413;74;muna barat;0
6213;62;murung raya;0
1606;16;musi banyuasin;0
1605;16;musi rawas;0
1613;16;musi rawas utara;0
9404;94;nabire;0
1115;11;nagan raya;0
5318;53;nagekeo;0
2103;21;natuna;0
9429;94;nduga;0
5312;53;ngada;0
3518;35;nganjuk;0
3521;35;ngawi;0
1201;12;nias;0
1225;12;nias barat;0
1214;12;nias selatan;0
1224;12;nias utara;0
6504;65;nunukan;0
1610;16;ogan ilir;0
1602;16;ogan komering ilir;0
1601;16;ogan komering ulu;0
1608;16;ogan komering ulu selatan;0
1609;16;ogan komering ulu timur;0
3501;35;pacitan;0
1371;13;padang;0
1221;12;padang lawas;0
1220;12;padang lawas utara;0
1374;13;padang panjang;0
1306;13;padang pariaman;0
1277;12;padangsidimpuan;0
1673;16;pagar alam;0
1216;12;pakpak bharat;0
6271;62;palangka raya;0
1671;16;palembang;0
7373;73;palopo;0
7271;72;palu;0
3528;35;pamekasan;0
3601;36;pandeglang;0
3218;32;pangandaran;0
7309;73;pangkajene dan kepulauan;0
1971;19;pangkal pinang;0
9410;94;paniai;0
7372;73;parepare;0
1377;13;pariaman;0
7208;72;parigi moutong;0
1309;13;pasaman;0
1312;13;pasaman barat;0
6401;64;paser;0
3514;35;pasuruan;1
3575;35;pasuruan;1
3318;33;pati;0
1376;13;payakumbuh;0
9112;91;pegunungan arfak;0
9417;94;pegunungan bintang;0
3326;33;pekalongan;0
3375;33;pekalongan;0
1471;14;pekanbaru;0
1404;14;pelalawan;0
3327;33;pemalang;0
1273;12;pematang siantar;0
6409;64;penajam paser utara;0
1612;16;penukal abab lematang ilir;0
1809;18;pesawaran;0
1813;18;pesisir barat;0
1302;13;pesisir selatan;0
1109;11;pidie;0
1118;11;pidie jaya;0
7315;73;pinrang;0
7503;75;pohuwato;0
7602;76;polewali mandar;0
3502;35;ponorogo;0
6171;61;pontianak;0
7204;72;poso;0
1672;16;prabumulih;0
1810;18;pringsewu;0
3513;35;probolinggo;0
3574;35;probolinggo;0
6210;62;pulang pisau;0
8207;82;pulau morotai;0
8208;82;pulau taliabu;0
9433;94;puncak;0
9411;94;puncak jaya;0
3303;33;purbalingga;0
3214;32;purwakarta;0
3306;33;purworejo;0
9108;91;raja ampat;0
1702;17;rejang lebong;0
3317;33;rembang;0
1409;14;rokan hilir;0
1407;14;rokan hulu;0
5314;53;rote ndao;0
1172;11;sabang;0
5320;53;sabu raijua;0
3373;33;salatiga;0
6472;64;samarinda;0
6101;61;sambas;0
1217;12;samosir;0
3527;35;sampang;0
6105;61;sanggau;0
9419;94;sarmi;0
1503;15;sarolangun;0
1373;13;sawah lunto;0
6109;61;sekadau;0
1705;17;seluma;0
3322;33;semarang;1
3374;33;semarang;1
8106;81;seram bagian barat;0
8107;81;seram bagian timur;0
3604;36;serang;1
3673;36;serang;1
1218;12;serdang bedagai;0
6208;62;seruyan;0
1405;14;siak;0
7108;71;siau tagulandang biaro;0
1271;12;sibolga;0
7314;73;sidenreng rappang;0
3515;35;sidoarjo;0
7210;72;sigi;0
1304;13;sijunjung;0
5310;53;sikka;0
1209;12;simalungun;0
1101;11;simeulue;0
6172;61;singkawang;0
7307;73;sinjai;0
6107;61;sintang;0
3512;35;situbondo;0
3404;34;sleman;0
1303;13;solok;1
1372;13;solok;1
1310;13;solok selatan;0
7312;73;soppeng;0
9107;91;sorong;1
9171;91;sorong;1
9106;91;sorong selatan;0
3314;33;sragen;0
3213;32;subang;0
1175;11;subulussalam;0
3202;32;sukabumi;1
3272;32;sukabumi;1
6206;62;sukamara;0
3311;33;sukoharjo;0
5301;53;sumba barat;0
5317;53;sumba barat daya;0
5316;53;sumba tengah;0
5302;53;sumba timur;0
5204;52;sumbawa;0
5207;52;sumbawa barat;0
3211;32;sumedang;0
3529;35;sumenep;0
1572;15;sungai penuh;0
9427;94;supiori;0
3578;35;surabaya;0
3372;33;surakarta;0
6309;63;tabalong;0
5102;51;tabanan;0
7305;73;takalar;0
9109;91;tambrauw;0
6503;65;tana tidung;0
7318;73;tana toraja;0
6310;63;tanah bumbu;0
1305;13;tanah datar;0
6301;63;tanah laut;0
3603;36;tangerang;1
3671;36;tangerang;1
3674;36;tangerang selatan;0
1802;18;tanggamus;0
1272;12;tanjung balai;0
1507;15;tanjung jabung barat;0
1506;15;tanjung jabung timur;0
2172;21;tanjung pinang;0
1203;12;tapanuli selatan;0
1204;12;tapanuli tengah;0
1205;12;tapanuli utara;0
6305;63;tapin;0
6571;65;tarakan;0
3206;32;tasikmalaya;0
3278;32;tasikmalaya;0
1274;12;tebing tinggi;0
1508;15;tebo;0
3328;33;tegal;0
3376;33;tegal;0
9104;91;teluk bintuni;0
9103;91;teluk wondama;0
3323;33;temanggung;0
8271;82;ternate;0
8272;82;tidore kepulauan;0
5304;53;timor tengah selatan;0
5305;53;timor tengah utara;0
1206;12;toba samosir;0
7209;72;tojo una-una;0
7206;72;toli-toli;0
9418;94;tolikara;0
7173;71;tomohon;0
7326;73;toraja utara;0
3503;35;trenggalek;0
8172;81;tual;0
3523;35;tuban;0
1812;18;tulang bawang barat;0
1808;18;tulangbawang;0
3504;35;tulungagung;0
7313;73;wajo;0
7407;74;wakatobi;0
6201;62;waringin barat;0
6202;62;waringin timur;0
9426;94;waropen;0
1807;18;way kanan;0
3312;33;wonogiri;0
3307;33;wonosobo;0
9416;94;yahukimo;0
9432;94;yalimo;0
3471;34;yogyakarta;0
